transcript	RIBO_GMP_Ven_A	RIBO_GMP_Ven_B	RIBO_GMP_vehicle_A	RIBO_GMP_vehicle_B	RIBO_HSC_Ven_A	RIBO_HSC_Ven_B	RIBO_HSC_vehicle_A	RIBO_HSC_vehicle_B	RIBO_GMP_Ven_A_21	RIBO_GMP_Ven_B_21	RIBO_GMP_vehicle_A_21	RIBO_GMP_vehicle_B_21	RIBO_HSC_Ven_A_21	RIBO_HSC_Ven_B_21	RIBO_HSC_vehicle_A_21	RIBO_HSC_vehicle_B_21
Npas4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npat	119	48	60	82	64	26	60	50	24	10	23	19	57	10	16	16
Npb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npbwr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npc1	141	58	92	109	93	21	94	112	22	12	18	22	52	11	32	36
Npc1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Npc2	287	165	213	213	136	69	191	185	79	51	89	69	86	43	76	80
Npcd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npdc1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Npepl1	66	41	47	45	48	14	56	39	16	14	27	25	61	12	29	33
Npepps	409	149	269	256	257	104	256	218	76	31	78	49	144	30	90	71
Npff	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Npffr1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Npffr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphp1	13	11	12	9	12	1	15	9	2	1	6	1	16	3	7	3
Nphp3	63	49	48	48	27	17	50	41	9	8	13	16	26	6	9	17
Nphp4	7	1	2	2	6	0	2	2	1	0	0	0	5	1	4	1
Nphs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npl	30	18	13	14	26	5	18	29	5	1	5	3	5	3	7	4
Nploc4	74	22	38	39	50	11	30	33	21	6	15	11	62	8	11	14
Npm1	1394	753	1000	949	1106	401	787	735	483	239	397	305	514	187	319	294
Npm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npm3	248	109	143	184	211	75	187	163	48	25	43	48	98	23	68	77
Npnt	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Nppa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nppb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nppc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npr1	16	20	23	14	5	0	15	9	2	4	3	5	7	0	4	4
Npr2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Npr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nprl2	25	6	10	9	8	5	12	7	2	1	0	6	4	6	7	5
Nprl3	7	8	5	4	12	1	13	8	5	2	7	6	11	6	9	1
Nps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npsr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptn	440	241	331	333	325	143	346	376	111	78	104	104	180	59	154	150
Nptx1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptxr	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Npvf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npw	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Npy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npy1r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npy2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npy4r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npy5r	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
Npy6r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nqo1	5	4	6	5	4	2	3	4	1	3	1	0	2	0	4	0
Nqo2	124	67	71	86	55	34	75	84	21	17	23	30	39	23	32	25
Nr0b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr0b2	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2
Nr1d1	2	0	2	0	0	0	2	2	0	0	2	0	1	0	1	2
Nr1d2	15	5	2	4	7	1	2	6	5	1	1	0	7	1	6	4
Nr1h2	62	30	37	33	49	22	35	43	12	6	13	15	79	15	28	23
Nr1h3	1	1	0	2	3	1	1	1	1	0	0	1	2	0	0	0
Nr1h4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1h5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1i2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Nr1i3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2c1	71	40	43	40	45	26	53	56	14	9	7	8	25	12	25	19
Nr2c2	69	34	65	61	78	21	76	75	27	12	25	19	66	15	53	36
Nr2c2ap	23	8	17	19	7	5	10	17	4	3	1	4	4	4	6	5
Nr2e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2e3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Nr2f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2f6	11	3	6	6	6	1	7	3	9	1	3	2	20	3	8	6
Nr3c1	149	39	79	80	123	41	118	105	33	16	23	18	91	18	36	41
Nr3c2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr4a1	16	14	17	10	20	17	21	19	3	6	9	2	27	3	10	5
Nr4a2	0	0	0	0	1	0	2	1	0	0	0	0	2	0	1	1
Nr4a3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Nr5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr5a2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Nr6a1	0	1	2	1	0	0	0	0	0	0	2	0	3	0	1	0
Nradd	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1
Nrap	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0
Nrarp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nras	54	12	20	25	24	6	22	23	13	5	14	11	22	7	14	4
Nrbf2	78	30	29	63	55	9	66	63	10	6	18	10	64	12	36	23
Nrbp1	135	68	101	107	121	29	91	96	35	21	33	32	91	21	38	29
Nrbp2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Nrcam	1	0	0	1	3	0	2	1	0	0	0	0	1	0	0	0
Nrd1	640	229	397	398	491	136	305	270	122	50	153	90	303	60	137	104
Nrde2	89	58	64	62	82	37	66	52	13	8	13	17	59	17	26	24
Nrep	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nrf1	54	16	30	38	46	14	28	45	14	7	11	8	44	7	25	25
Nrg1	39	13	28	46	59	31	70	70	7	4	5	6	26	12	27	23
Nrg2	64	28	50	45	51	24	62	43	33	14	29	26	109	29	77	54
Nrg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrg4	8	6	4	6	4	1	2	8	2	0	1	0	11	0	3	2
Nrgn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrip1	7	1	4	5	26	11	18	26	1	0	0	0	29	7	10	21
Nrip2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrip3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nrk	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrm	22	8	14	20	11	2	14	9	10	1	3	2	10	4	5	2
Nrn1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0
Nrn1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrp1	13	2	8	13	31	15	12	33	0	3	3	1	8	6	4	3
Nrp2	15	6	18	12	4	1	6	1	1	0	7	1	1	0	0	0
Nrros	280	111	183	192	236	65	216	208	124	44	84	59	306	58	160	177
Nrsn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrsn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrtn	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Nrxn1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0
Nrxn2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nrxn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nsa2	519	252	386	373	389	98	358	348	135	65	122	101	272	68	193	188
Nsd1	564	200	371	279	420	139	292	213	202	73	161	129	439	80	202	143
Nsd2	452	133	233	208	426	104	207	181	110	47	103	66	356	63	147	108
Nsd3	230	95	148	174	195	45	174	160	96	40	89	87	248	37	104	100
Nsdhl	60	33	42	42	36	15	33	17	6	6	7	4	13	2	7	1
Nsf	308	154	228	211	201	93	160	165	51	25	62	37	102	34	43	48
Nsfl1c	272	122	149	181	223	93	237	221	46	20	46	41	94	23	54	69
Nsg1	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
Nsg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsl1	48	14	22	29	43	23	28	30	9	4	7	11	31	7	8	8
Nsmaf	11	1	10	3	45	12	36	30	8	3	7	4	32	10	24	17
Nsmce1	476	263	302	422	318	96	284	304	76	55	80	83	129	44	72	101
Nsmce2	124	45	73	75	65	25	73	70	27	7	23	19	8	6	16	11
Nsmce3	33	15	18	26	17	7	14	21	4	3	5	5	15	4	8	7
Nsmce4a	360	141	203	239	266	64	198	208	75	39	54	50	204	30	92	67
Nsmf	6	2	7	7	10	2	5	5	8	2	5	4	6	2	13	6
Nsrp1	298	140	177	215	159	71	163	156	46	18	41	37	74	22	54	38
Nsun2	427	137	245	235	329	97	178	174	77	43	93	54	251	63	81	64
Nsun3	20	13	28	8	14	2	17	13	7	2	2	5	18	1	10	10
Nsun4	32	8	18	24	11	8	14	16	10	4	4	3	7	0	3	8
Nsun5	50	20	27	40	19	15	23	24	10	6	5	10	6	6	6	5
Nsun6	14	4	7	7	17	9	12	20	2	0	5	1	11	1	3	6
Nsun7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c	156	65	70	119	63	18	104	99	18	9	13	21	38	9	27	32
Nt5c1a	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
Nt5c1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c2	112	34	73	74	88	31	73	60	20	8	13	14	27	15	23	19
Nt5c3	104	38	70	55	51	19	45	52	12	4	15	8	15	4	11	9
Nt5c3b	10	5	12	13	46	10	26	34	2	2	2	4	23	11	8	13
Nt5dc1	148	64	122	105	79	15	66	62	19	14	36	24	43	14	24	20
Nt5dc2	163	53	84	95	122	19	107	97	41	17	24	19	141	20	54	59
Nt5dc3	35	14	14	23	7	4	10	7	9	3	3	3	6	3	6	4
Nt5e	23	6	5	19	7	2	15	22	2	2	7	8	11	4	5	8
Nt5m	3	0	4	3	0	2	6	4	2	1	3	0	1	1	4	1
Ntan1	51	21	27	37	36	9	27	35	14	5	11	5	21	10	5	11
Ntf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nthl1	26	13	16	18	21	6	26	13	2	1	4	5	6	2	4	5
Ntm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntmt1	14	3	6	9	5	1	5	4	2	0	2	1	6	1	3	4
Ntn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ntn3	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Ntn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntn5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntng1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntng2	36	16	26	31	18	1	39	29	16	8	18	10	38	3	44	33
Ntpcr	73	26	45	56	53	18	36	43	13	8	17	15	47	13	26	19
Ntrk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntrk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntrk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntsr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntsr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nuak1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
Nuak2	63	21	36	43	51	12	41	45	23	6	16	14	71	20	28	27
Nub1	123	37	72	54	70	40	100	95	25	11	20	21	77	22	63	40
Nubp1	125	49	61	83	52	10	54	70	29	13	37	28	68	13	31	30
Nubp2	156	81	105	113	113	43	96	97	34	24	31	31	88	30	46	52
Nubpl	14	2	7	6	12	3	8	10	2	1	3	3	9	2	2	2
Nucb1	1872	1259	1513	1602	780	439	1135	1264	553	401	551	503	433	214	447	562
Nucb2	1470	867	1105	1140	563	187	736	782	291	234	316	297	197	58	227	235
Nucks1	633	273	441	392	574	199	414	412	128	73	132	109	274	125	169	154
Nudc	898	375	521	603	741	273	636	638	176	81	125	140	481	128	275	235
Nudcd1	105	58	95	74	85	22	68	66	12	9	13	12	17	7	15	2
Nudcd2	37	8	15	20	22	3	22	12	10	2	8	5	23	4	11	10
Nudcd3	166	87	106	149	84	33	88	106	34	20	44	36	47	23	26	30
Nudt1	56	23	26	41	16	6	26	30	11	6	8	7	12	3	12	8
Nudt10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Nudt13	29	8	21	18	20	14	27	31	7	3	9	9	18	5	19	14
Nudt14	36	24	31	42	87	30	83	72	2	6	9	7	62	7	33	30
Nudt15	18	7	13	14	12	7	18	14	1	1	2	1	9	4	2	4
Nudt16	0	1	1	4	1	0	1	4	0	1	1	3	2	0	3	0
Nudt16l1	19	5	11	15	11	3	17	10	6	2	4	9	15	1	8	7
Nudt16l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt17	2	3	4	5	2	0	2	2	0	0	1	1	2	1	1	0
Nudt18	47	13	21	25	10	3	24	22	6	3	5	7	14	1	7	12
Nudt19	10	2	4	8	8	2	3	7	4	2	1	2	6	1	1	1
Nudt2	26	4	6	17	7	4	11	11	2	1	1	0	6	4	3	4
Nudt21	247	69	144	149	137	35	139	120	59	25	51	38	121	17	58	52
Nudt22	42	28	24	25	34	11	46	47	13	7	16	10	37	9	20	22
Nudt3	5	6	5	5	20	8	12	14	10	5	9	6	23	2	13	9
Nudt4	213	67	147	137	163	28	201	160	75	34	89	44	166	24	98	78
Nudt5	167	71	93	112	70	36	87	77	46	26	34	30	41	23	27	31
Nudt6	10	6	14	11	9	2	10	18	2	0	3	2	1	4	9	1
Nudt7	10	1	6	7	2	0	4	4	1	1	3	2	2	1	0	1
Nudt8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt9	58	23	21	48	46	12	34	33	12	2	12	13	33	6	12	15
Nuf2	299	138	204	212	206	57	145	142	51	23	50	45	116	29	46	39
Nufip1	144	66	78	73	76	31	58	66	31	9	20	15	60	22	40	18
Nufip2	283	123	169	147	230	62	180	150	87	31	77	46	195	19	103	79
Nuggc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Numa1	893	361	485	593	572	292	779	801	213	87	129	130	496	183	314	312
Numb	72	28	44	49	44	18	61	49	24	9	19	15	51	11	29	17
Numbl	13	6	5	10	1	1	11	5	2	2	2	2	8	2	2	8
Nup107	467	221	332	308	414	230	270	273	85	53	89	55	200	67	87	97
Nup133	193	66	146	118	215	87	110	105	42	22	24	24	99	38	20	19
Nup153	244	79	151	109	171	53	98	113	45	18	59	31	133	45	45	42
Nup155	509	243	379	304	318	181	170	163	106	46	99	72	174	98	64	48
Nup160	235	87	139	126	228	69	93	86	43	17	34	19	123	33	35	22
Nup188	255	117	158	160	235	101	125	109	49	14	44	33	139	51	54	45
Nup205	429	178	278	242	435	220	184	201	92	34	68	67	265	109	70	67
Nup210	689	320	444	600	854	403	611	805	178	81	173	156	757	294	341	472
Nup210l	6	1	3	11	5	2	3	3	1	5	6	5	5	1	3	1
Nup214	124	47	68	57	135	47	59	67	53	16	39	32	144	53	47	28
Nup35	82	40	62	45	33	18	35	30	13	6	12	4	9	5	8	7
Nup37	125	56	88	86	68	16	38	60	22	14	14	18	25	11	11	13
Nup43	102	49	72	64	53	23	38	43	12	4	13	12	16	2	9	5
Nup50	294	106	147	191	191	53	164	141	60	22	45	28	164	28	66	50
Nup54	140	59	82	92	97	37	98	90	33	18	27	17	73	23	43	40
Nup62	157	72	92	123	99	36	86	92	36	21	38	20	139	34	48	48
Nup62cl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup85	345	127	204	210	231	67	176	153	71	28	44	53	130	32	65	60
Nup88	328	117	202	180	269	78	156	147	57	33	46	39	136	38	54	39
Nup93	289	109	209	191	177	87	123	111	44	21	41	30	67	35	33	33
Nup98	343	114	264	145	318	166	127	141	73	42	69	37	178	81	60	51
Nupl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nupl2	25	9	16	16	12	2	13	10	13	5	5	8	18	5	12	9
Nupr1	1	1	0	1	1	0	3	1	0	0	1	0	2	0	0	1
Nupr1l	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Nus1	37	11	17	22	27	2	24	21	20	12	9	15	38	9	25	26
Nusap1	293	164	219	200	207	117	214	182	52	29	31	33	78	28	47	37
Nutf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nutf2-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nutm1	1	1	1	0	121	38	76	80	6	2	5	2	72	27	44	30
Nutm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nvl	157	54	111	104	132	41	75	57	38	12	24	22	66	31	31	21
Nwd1	40	16	9	13	1	0	0	0	16	6	6	8	4	0	2	2
Nwd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxf1	203	107	152	143	237	137	180	171	52	28	61	47	158	61	82	71
Nxf2	2	1	2	0	2	0	2	1	0	0	0	1	1	0	0	0
Nxf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxf7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Nxn	42	26	20	43	83	21	62	66	12	6	9	11	92	7	20	34
Nxnl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxnl2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Nxpe2	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
Nxpe3	37	11	17	27	14	3	12	6	9	4	3	4	13	5	10	8
Nxpe4	16	8	7	12	24	7	18	22	0	2	3	0	8	4	2	5
Nxpe5	5	1	9	3	2	1	3	5	3	0	2	1	6	1	2	2
Nxph1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxph2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxph3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxph4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxt1	36	11	13	18	9	3	18	20	13	4	4	9	11	7	14	7
Nxt2	42	11	25	25	23	1	26	25	9	0	6	4	14	1	10	9
Nyap1	1	1	0	2	0	0	0	0	1	0	2	0	3	0	1	1
Nyap2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Nynrin	16	4	7	10	7	3	11	8	5	2	0	1	8	3	8	2
Nyx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5BS1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oacyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oaf	64	18	33	52	37	8	63	72	33	10	16	21	60	21	51	45
Oard1	65	39	63	45	75	13	60	61	24	12	22	21	80	11	52	37
Oas1a	107	40	66	72	44	30	36	48	15	10	12	10	11	2	9	10
Oas1c	1	0	2	1	1	0	0	0	2	1	0	0	4	0	1	0
Oas1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas1g	55	28	38	26	12	2	2	5	7	3	2	4	2	0	3	1
Oas1h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas2	45	13	18	26	10	3	2	4	21	8	11	12	10	0	6	4
Oas3	23	9	9	16	18	7	9	11	10	2	4	7	17	4	5	5
Oasl1	4	2	0	5	2	1	2	1	1	1	0	2	1	1	2	2
Oasl2	77	26	27	40	9	6	9	12	17	3	5	15	3	5	7	7
Oat	184	69	138	114	128	61	121	137	32	19	33	22	74	28	40	35
Oaz1	188	92	141	152	182	41	141	163	109	41	67	77	313	65	142	124
Oaz2	20	7	13	14	25	5	24	23	8	2	5	7	26	13	11	11
Oaz3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obox8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obscn	1	4	2	2	6	0	2	0	1	0	2	1	11	0	3	0
Obsl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oc90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Oca2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocel1	16	5	7	14	13	0	12	9	6	0	4	4	16	2	10	11
Ociad1	293	118	162	202	195	46	203	218	71	33	46	52	124	27	103	96
Ociad2	0	3	2	1	4	1	2	2	0	0	0	0	0	1	0	2
Ocln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocrl	96	36	67	84	56	10	23	40	19	9	20	17	30	8	22	22
Ocstamp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Odam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odaph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odc1	115	39	84	70	138	36	64	65	36	19	44	28	158	35	55	47
Odf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf2	312	125	193	186	266	125	198	180	64	32	50	34	159	47	67	49
Odf2l	47	12	29	24	32	13	20	20	7	4	6	4	17	9	12	6
Odf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf3l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf3l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odr4	65	24	39	46	32	10	28	38	17	6	12	13	26	5	17	15
Ofcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ofd1	93	35	61	71	65	13	58	72	11	8	21	10	48	10	33	24
Oga	520	214	361	372	424	132	363	353	116	50	129	110	275	78	132	132
Ogdh	463	211	356	331	319	245	287	274	94	51	109	72	212	86	112	116
Ogdhl	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Ogfod1	53	17	45	45	51	13	34	42	9	5	13	8	37	4	22	10
Ogfod2	22	12	10	21	30	5	24	24	6	3	11	6	27	6	23	13
Ogfod3	62	28	25	45	34	7	47	57	14	4	8	13	23	0	14	12
Ogfr	142	71	90	101	137	44	96	99	34	17	32	26	158	25	55	40
Ogfrl1	129	35	78	91	83	11	104	91	63	20	61	33	151	24	94	101
Ogg1	8	5	7	6	9	1	3	3	2	0	3	2	9	1	1	4
Ogn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogt	283	110	153	198	182	69	182	143	67	36	51	78	149	34	112	83
Oip5	28	15	31	23	18	9	20	28	6	2	6	2	11	7	6	8
Oit1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oit3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
Ola1	272	124	177	170	166	67	124	117	25	15	31	30	106	28	37	29
Olah	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm1	60	14	24	40	43	9	50	43	24	6	18	12	64	14	47	39
Olfm2	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
Olfm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm4	1061	642	765	1043	1201	260	1318	1295	248	173	263	335	592	112	575	509
Olfm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfml2a	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Olfml2b	299	138	193	240	46	19	124	89	43	24	41	47	28	5	28	20
Olfml3	4	1	5	3	1	2	6	2	1	2	0	0	2	1	0	1
Olfr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
