	RNA_HSC_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_vehicle_A	RNA_HSC_Ven_B	RNA_GMP_Ven_A	RNA_GMP_vehicle_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_B
Tmem205-207	838.0	707.0	630.0	688.0	620.0	701.0	299.0	1495.0
Ccdc159-201	14.0	10.0	7.0	9.0	19.0	5.0	7.0	16.0
Plppr2-201	11.0	7.0	9.0	8.0	8.0	2.0	0.0	1.0
Swsap1-201	209.0	198.0	197.0	244.0	150.0	24.0	24.0	24.0
Epor-201	2.0	1.0	3.0	0.0	4.0	3.0	0.0	0.0
Rgl3-201	3.0	3.0	12.0	2.0	2.0	3.0	0.0	0.0
Ccdc151-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prkcsh-205	1002.0	950.0	1411.0	907.0	861.0	331.0	378.0	315.0
Elavl3-201	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Gm49318-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp653-201	183.0	151.0	218.0	151.0	138.0	56.0	63.0	36.0
Ecsit-204	481.0	574.0	607.0	510.0	374.0	212.0	172.0	282.0
Cnn1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elof1-202	295.0	329.0	280.0	279.0	271.0	127.0	128.0	317.0
Acp5-206	347.0	357.0	406.0	391.0	302.0	30.0	114.0	58.0
Pigyl-201	122.0	97.0	87.0	86.0	112.0	414.0	70.0	457.0
Zfp872-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp809-201	233.0	201.0	273.0	153.0	251.0	34.0	35.0	48.0
Zfp599-201	15.0	13.0	26.0	17.0	48.0	2.0	13.0	0.0
Zfp810-201	143.0	111.0	130.0	103.0	96.0	13.0	20.0	5.0
Anln-201	1897.0	2299.0	2436.0	1729.0	1580.0	78.0	159.0	78.0
Rp9-201	992.0	828.0	1095.0	1028.0	888.0	3016.0	498.0	2762.0
9530077C05Rik-201	100.0	83.0	113.0	87.0	122.0	11.0	21.0	23.0
Bbs9-210	641.0	601.0	725.0	599.0	702.0	54.0	135.0	43.0
Bmper-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Npsr1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dpy19l1-206	738.0	854.0	1000.0	902.0	1050.0	55.0	169.0	13.0
Dpy19l2-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Cypt4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbx20-201	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Herpud2-201	492.0	480.0	711.0	508.0	594.0	49.0	120.0	13.0
Sept7-202	8826.0	8203.0	7917.0	6630.0	7014.0	1290.0	1649.0	1375.0
Eepd1-201	375.0	436.0	509.0	351.0	386.0	25.0	105.0	60.0
B3gat1-206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glb1l2-202	268.0	241.0	291.0	277.0	43.0	4.0	9.0	2.0
Glb1l3-203	40.0	49.0	95.0	93.0	0.0	0.0	0.0	0.0
Gm1110-201	175.0	165.0	212.0	165.0	94.0	8.0	27.0	18.0
Acad8-201	815.0	719.0	799.0	724.0	673.0	174.0	261.0	134.0
Thyn1-202	1284.0	1340.0	1159.0	1084.0	952.0	833.0	434.0	1600.0
Vps26b-201	449.0	491.0	782.0	496.0	626.0	20.0	121.0	38.0
Ncapd3-201	3701.0	3586.0	4649.0	2972.0	2867.0	435.0	278.0	305.0
Jam3-201	2.0	2.0	3.0	8.0	5.0	0.0	0.0	0.0
Igsf9b-204	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spata19-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Opcml-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ntm-201	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Snx19-201	369.0	409.0	611.0	385.0	366.0	13.0	49.0	22.0
Adamts15-201	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Adamts8-201	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Zbtb44-206	467.0	382.0	459.0	439.0	404.0	43.0	108.0	15.0
St14-201	49.0	48.0	41.0	27.0	196.0	43.0	50.0	39.0
Aplp2-201	1053.0	983.0	1401.0	1077.0	962.0	92.0	267.0	53.0
Prdm10-201	72.0	53.0	71.0	45.0	41.0	10.0	2.0	1.0
Nfrkb-201	432.0	443.0	565.0	409.0	451.0	111.0	59.0	41.0
Tmem45b-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Barx2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arhgap32-203	4.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Kcnj5-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcnj1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fli1-201	1586.0	1654.0	1840.0	1317.0	1359.0	93.0	266.0	151.0
Ets1-201	211.0	186.0	331.0	218.0	370.0	6.0	33.0	16.0
Kirrel3-202	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
St3gal4-201	434.0	453.0	569.0	422.0	364.0	16.0	128.0	46.0
Dcps-201	1233.0	1126.0	1137.0	887.0	894.0	258.0	348.0	606.0
Tirap-201	179.0	187.0	236.0	134.0	190.0	11.0	38.0	7.0
Srpr-201	1982.0	1999.0	2362.0	1970.0	1882.0	278.0	436.0	222.0
Foxred1-201	957.0	818.0	1028.0	831.0	730.0	127.0	249.0	111.0
Fam118b-203	642.0	723.0	642.0	543.0	498.0	100.0	165.0	133.0
Rpusd4-201	294.0	311.0	325.0	296.0	249.0	120.0	117.0	63.0
Cdon-202	27.0	12.0	13.0	26.0	7.0	0.0	3.0	6.0
Gm1113-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Ddx25-201	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Pus3-201	405.0	331.0	324.0	284.0	319.0	147.0	100.0	86.0
Hyls1-201	195.0	253.0	224.0	157.0	173.0	44.0	77.0	23.0
Pate2-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate10-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate7-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm27235-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate6-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate5-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate13-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5916-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate12-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate11-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate9-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate8-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pate14-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Acrv1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chek1-202	584.0	645.0	636.0	532.0	507.0	250.0	131.0	178.0
Stt3a-201	9721.0	9557.0	10682.0	8708.0	7684.0	583.0	1509.0	559.0
Ei24-202	982.0	971.0	1188.0	861.0	913.0	75.0	205.0	101.0
Fez1-201	2.0	0.0	0.0	3.0	6.0	6.0	9.0	0.0
Pknox2-201	3.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0
Tmem218-201	120.0	72.0	95.0	81.0	66.0	83.0	36.0	82.0
Slc37a2-201	29.0	28.0	20.0	12.0	41.0	1.0	4.0	0.0
Ccdc15-201	173.0	166.0	252.0	166.0	137.0	47.0	17.0	54.0
Hepacam-201	2.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0
Robo4-201	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Robo3-202	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Msantd2-201	171.0	191.0	245.0	168.0	210.0	57.0	38.0	9.0
Esam-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vsig2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nrgn-201	5.0	2.0	3.0	0.0	0.0	3.0	0.0	0.0
Siae-204	269.0	302.0	410.0	312.0	379.0	25.0	89.0	29.0
Spa17-201	8.0	11.0	10.0	13.0	4.0	38.0	2.0	59.0
Tbrg1-201	563.0	584.0	728.0	763.0	493.0	91.0	126.0	178.0
Panx3-201	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Olfr160-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr874-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr875-202	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr876-203	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Olfr877-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr145-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr878-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr881-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr883-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr884-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr885-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr887-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr888-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr889-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr890-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr891-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr893-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr894-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr143-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr895-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr896-ps1-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr25-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr898-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr250-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr251-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr147-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr901-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr902-202	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr904-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr905-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr906-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr907-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr911-ps1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr910-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr912-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr913-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr914-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr916-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr917-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr918-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Olfr919-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vwa5a-201	1148.0	1061.0	1314.0	924.0	1788.0	65.0	285.0	81.0
Olfr920-201	0.0	0.0	1.0	0.0	0.0	8.0	0.0	1.0
Olfr921-203	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr922-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr923-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr924-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr26-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr926-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr930-202	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Olfr933-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr934-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr935-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr146-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr937-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr938-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr27-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr943-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr944-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1537-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr945-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr948-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr951-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr952-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr954-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr955-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr44-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr957-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr958-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr959-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AW551984-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr148-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr960-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr961-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr963-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr149-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr965-203	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr150-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr967-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr968-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr969-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr970-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr971-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr972-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr229-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr974-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr975-202	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr976-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Olfr978-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr979-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr980-202	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Olfr981-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr982-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr983-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr984-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr985-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem225-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr986-204	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp202-201	151.0	129.0	107.0	101.0	79.0	20.0	24.0	12.0
Scn3b-201	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Gramd1b-201	264.0	250.0	380.0	263.0	347.0	65.0	84.0	47.0
Gm21915-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clmp-201	3.0	1.0	4.0	6.0	6.0	3.0	3.0	1.0
Hspa8-201	36561.0	64138.0	37248.0	34333.0	49608.0	14226.0	14090.0	32909.0
Bsx-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jhy-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crtam-204	0.0	4.0	9.0	0.0	1.0	0.0	0.0	1.0
Ubash3b-201	483.0	436.0	754.0	513.0	413.0	72.0	99.0	36.0
Sorl1-201	1646.0	1915.0	3883.0	1680.0	3505.0	884.0	425.0	696.0
Sc5d-201	895.0	706.0	830.0	763.0	793.0	39.0	145.0	66.0
Tecta-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbcel-201	158.0	157.0	243.0	187.0	152.0	9.0	21.0	7.0
Grik4-202	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Arhgef12-202	1.0	1.0	0.0	3.0	2.0	2.0	1.0	0.0
Tmem136-201	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pou2f3-202	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Oaf-201	515.0	617.0	543.0	407.0	593.0	160.0	266.0	115.0
Trim29-201	4.0	4.0	9.0	0.0	2.0	0.0	0.0	0.0
Nectin1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thy1-201	3.0	7.0	5.0	0.0	2.0	0.0	3.0	3.0
Gm49380-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Usp2-202	83.0	60.0	94.0	83.0	67.0	16.0	26.0	8.0
Rnf26-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mfrp-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
C1qtnf5-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcam-201	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0
Cbl-211	307.0	342.0	496.0	363.0	403.0	58.0	48.0	41.0
Ccdc153-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pdzd3-201	17.0	12.0	13.0	8.0	5.0	15.0	8.0	0.0
Nlrx1-201	786.0	869.0	966.0	913.0	617.0	52.0	125.0	37.0
Abcg4-208	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
Hinfp-205	280.0	285.0	371.0	246.0	280.0	49.0	67.0	12.0
C2cd2l-201	234.0	263.0	356.0	224.0	243.0	17.0	51.0	23.0
Dpagt1-201	1152.0	1168.0	1324.0	974.0	799.0	96.0	150.0	100.0
H2afx-201	534.0	603.0	907.0	474.0	632.0	238.0	252.0	292.0
Hmbs-201	1566.0	1510.0	1671.0	1430.0	1171.0	510.0	410.0	645.0
Vps11-201	1466.0	1678.0	2168.0	1623.0	1649.0	342.0	352.0	152.0
Hyou1-206	444.0	573.0	532.0	410.0	423.0	27.0	70.0	24.0
Slc37a4-203	487.0	480.0	580.0	512.0	386.0	196.0	167.0	90.0
Trappc4-201	1116.0	919.0	970.0	917.0	795.0	1917.0	451.0	1023.0
Rps25-201	5184.0	4667.0	3710.0	4247.0	4164.0	9201.0	2558.0	19055.0
Ccdc84-201	183.0	184.0	201.0	134.0	142.0	86.0	61.0	114.0
Foxr1-201	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Upk2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcl9l-203	18.0	27.0	33.0	36.0	37.0	3.0	12.0	4.0
Cxcr5-204	5.0	7.0	5.0	8.0	3.0	5.0	0.0	0.0
Ddx6-201	214.0	255.0	310.0	220.0	251.0	22.0	51.0	27.0
Treh-201	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
Phldb1-201	7.0	13.0	25.0	21.0	13.0	4.0	0.0	0.0
Arcn1-201	4793.0	5044.0	5432.0	4604.0	4255.0	180.0	616.0	245.0
Ift46-201	182.0	235.0	253.0	166.0	198.0	111.0	95.0	122.0
Tmem25-201	3.0	4.0	0.0	3.0	3.0	0.0	1.0	0.0
Ttc36-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kmt2a-201	1134.0	1198.0	2117.0	1262.0	895.0	679.0	181.0	313.0
Atp5l-201	2772.0	2499.0	2114.0	2226.0	1932.0	12465.0	1226.0	14765.0
Ube4a-202	772.0	813.0	913.0	662.0	770.0	72.0	94.0	29.0
Cd3g-201	14.0	45.0	31.0	28.0	44.0	7.0	35.0	7.0
Cd3d-201	24.0	27.0	11.0	6.0	23.0	17.0	24.0	7.0
Cd3e-201	2.0	24.0	10.0	5.0	17.0	4.0	9.0	0.0
Mpzl2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mpzl3-203	0.0	7.0	3.0	0.0	1.0	0.0	4.0	0.0
Jaml-201	27.0	20.0	24.0	19.0	29.0	36.0	13.0	33.0
Scn2b-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scn4b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmprss4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC049352-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il10ra-201	77.0	80.0	115.0	70.0	237.0	40.0	43.0	8.0
Tmprss13-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Fxyd6-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fxyd2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dscaml1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Cep164-201	143.0	97.0	124.0	120.0	159.0	384.0	48.0	207.0
Bace1-201	458.0	256.0	486.0	309.0	370.0	12.0	60.0	5.0
Rnf214-209	285.0	255.0	381.0	275.0	315.0	131.0	78.0	83.0
Pcsk7-201	614.0	706.0	776.0	596.0	738.0	14.0	130.0	16.0
Tagln-201	9.0	7.0	6.0	7.0	2.0	1.0	2.0	1.0
Sidt2-201	976.0	928.0	1509.0	983.0	1050.0	13.0	115.0	18.0
Pafah1b2-201	896.0	945.0	858.0	849.0	614.0	146.0	151.0	131.0
Sik3-204	464.0	518.0	755.0	546.0	566.0	10.0	117.0	25.0
Apoa1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apoc3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apoa4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apoa5-202	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Zpr1-206	1534.0	1541.0	1516.0	1463.0	1203.0	328.0	461.0	402.0
Bud13-201	337.0	370.0	406.0	363.0	387.0	163.0	115.0	105.0
4931429L15Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4791-201	0.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0
Cadm1-202	12.0	34.0	25.0	23.0	21.0	0.0	7.0	1.0
Nxpe4-201	127.0	103.0	109.0	113.0	213.0	25.0	48.0	25.0
Nxpe2-201	5.0	5.0	9.0	2.0	2.0	0.0	0.0	0.0
Rexo2-201	1550.0	1343.0	1363.0	1380.0	1203.0	1930.0	596.0	1975.0
Rbm7-201	1556.0	1564.0	1463.0	1190.0	1378.0	155.0	313.0	155.0
Gm5617-201	90.0	135.0	125.0	120.0	92.0	186.0	52.0	232.0
Nnmt-201	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0
Zbtb16-201	173.0	101.0	184.0	137.0	69.0	15.0	19.0	17.0
Htr3a-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Htr3b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Usp28-201	302.0	275.0	343.0	209.0	316.0	30.0	49.0	12.0
Zw10-201	1127.0	1335.0	1558.0	1111.0	1179.0	211.0	331.0	119.0
Tmprss5-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Gm4894-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Drd2-201	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ankk1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ttc12-201	136.0	110.0	151.0	135.0	112.0	70.0	66.0	72.0
Ncam1-204	1937.0	1877.0	3371.0	1820.0	1477.0	40.0	241.0	87.0
Rpl10-ps3-201	143.0	146.0	150.0	132.0	138.0	522.0	116.0	864.0
Plet1-201	0.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0
Pts-201	416.0	264.0	375.0	312.0	345.0	174.0	138.0	242.0
Bco2-201	9.0	11.0	7.0	6.0	8.0	1.0	0.0	1.0
Il18-204	14.0	25.0	7.0	8.0	20.0	14.0	4.0	16.0
Tex12-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sdhd-201	1888.0	1648.0	1730.0	1472.0	1457.0	556.0	533.0	547.0
Timm8b-201	536.0	513.0	430.0	429.0	428.0	619.0	189.0	1238.0
Nkapd1-205	229.0	228.0	237.0	239.0	219.0	150.0	37.0	211.0
Pih1d2-201	17.0	13.0	17.0	16.0	7.0	6.0	1.0	12.0
Dlat-201	1218.0	1389.0	1635.0	1379.0	976.0	229.0	253.0	274.0
Dixdc1-203	21.0	1.0	3.0	14.0	6.0	1.0	2.0	0.0
2310030G06Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hspb2-201	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Cryab-206	4.0	0.0	0.0	5.0	7.0	8.0	1.0	0.0
1110032A03Rik-201	131.0	116.0	115.0	117.0	142.0	58.0	31.0	63.0
Fdxacb1-201	487.0	399.0	544.0	351.0	371.0	204.0	130.0	129.0
Alg9-201	597.0	610.0	653.0	565.0	563.0	60.0	113.0	52.0
Ppp2r1b-201	1421.0	1645.0	2024.0	1373.0	1457.0	25.0	306.0	38.0
Sik2-201	469.0	379.0	635.0	396.0	381.0	9.0	24.0	25.0
Layn-201	137.0	135.0	232.0	154.0	105.0	27.0	42.0	80.0
Btg4-201	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0
4833427G06Rik-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Gm32742-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pou2af1-201	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0
Colca2-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1810046K07Rik-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arhgap20-201	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
