reference	RNA_GMP_Ven_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_A	RNA_GMP_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_Ven_B	RNA_HSC_vehicle_A	RNA_HSC_vehicle_B
4932415D10Rik	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
4932429P05Rik	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4932438A13Rik	2535.0	2349.0	2129.0	1988.0	480.0	933.0	1651.0	253.0
4932438H23Rik	4.0	10.0	0.0	3.0	0.0	0.0	0.0	1.0
4933400A11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933402D24Rik	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4933402E13Rik	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0
4933402J07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933402N03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933402N22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933403O08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933405L10Rik	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
4933405O20Rik	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4933406M09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933407L21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933408B17Rik	9.0	13.0	10.0	4.0	5.0	7.0	2.0	3.0
4933409G03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933411K16Rik	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
4933412E24Rik	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4933414I15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933415F23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933417A18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933421I07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933424G06Rik	1.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0
4933425L06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933427D14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933428G20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933428M09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4933430I17Rik	3.0	0.0	4.0	1.0	0.0	1.0	2.0	0.0
4933434E20Rik	580.0	502.0	497.0	373.0	593.0	698.0	424.0	180.0
4933436I01Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5031410I06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5031439G07Rik	1491.0	776.0	1130.0	830.0	783.0	835.0	1258.0	356.0
5330417C22Rik	6.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0
5430401F13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5430402E10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5430403G16Rik	161.0	161.0	137.0	116.0	55.0	59.0	100.0	16.0
5430419D17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5430427O19Rik	443.0	507.0	427.0	382.0	315.0	375.0	758.0	221.0
5530400C23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5530401A14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5730409E04Rik	6.0	14.0	7.0	11.0	41.0	29.0	6.0	0.0
5730455P16Rik	700.0	613.0	396.0	557.0	225.0	299.0	540.0	124.0
5730480H06Rik	191.0	247.0	191.0	201.0	109.0	156.0	226.0	106.0
5730507C01Rik	201.0	159.0	130.0	147.0	18.0	22.0	199.0	24.0
5730522E02Rik	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
5830411N06Rik	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
6030458C11Rik	1358.0	989.0	1052.0	911.0	324.0	543.0	891.0	214.0
6030468B19Rik	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
6030498E09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6330403K07Rik	0.0	3.0	2.0	1.0	0.0	4.0	3.0	2.0
6330409D20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6430531B16Rik	23.0	12.0	8.0	20.0	3.0	7.0	8.0	1.0
6430548M08Rik	349.0	192.0	259.0	191.0	158.0	194.0	437.0	83.0
6430550D23Rik	4.0	8.0	4.0	1.0	4.0	0.0	0.0	0.0
6430571L13Rik	5.0	3.0	2.0	3.0	1.0	1.0	1.0	0.0
6430628N08Rik	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
6720489N17Rik	797.0	774.0	738.0	563.0	172.0	147.0	410.0	64.0
6820408C15Rik	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
7420426K07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7530416G11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8030462N17Rik	241.0	215.0	186.0	199.0	266.0	438.0	173.0	72.0
8030474K03Rik	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
9030025P20Rik	65.0	63.0	77.0	67.0	32.0	27.0	41.0	22.0
9030624G23Rik	88.0	78.0	76.0	85.0	14.0	25.0	41.0	5.0
9130008F23Rik	3.0	6.0	16.0	14.0	0.0	2.0	0.0	0.0
9130019O22Rik	191.0	142.0	200.0	119.0	31.0	38.0	166.0	37.0
9130023H24Rik	276.0	196.0	177.0	225.0	53.0	65.0	177.0	39.0
9130204L05Rik	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9130230L23Rik	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
9130401M01Rik	274.0	286.0	279.0	264.0	522.0	377.0	206.0	169.0
9130409I23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9230102O04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9230112D13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9330159F19Rik	4.0	2.0	4.0	1.0	7.0	2.0	5.0	0.0
9330182L06Rik	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
9330182O14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9430007A20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9430015G10Rik	688.0	548.0	625.0	459.0	183.0	276.0	498.0	120.0
9430038I01Rik	472.0	481.0	447.0	364.0	549.0	538.0	379.0	181.0
9430069I07Rik	56.0	19.0	15.0	22.0	94.0	59.0	95.0	25.0
9530002B09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9530003J23Rik	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
9530053A07Rik	5.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0
9530068E07Rik	7578.0	5765.0	5408.0	5362.0	1516.0	1711.0	5536.0	1382.0
9530077C05Rik	139.0	147.0	102.0	97.0	38.0	21.0	159.0	24.0
9630041A04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9830107B12Rik	399.0	210.0	200.0	169.0	102.0	74.0	471.0	77.0
9930012K11Rik	214.0	139.0	177.0	149.0	29.0	37.0	107.0	36.0
9930021J03Rik	411.0	313.0	326.0	244.0	261.0	529.0	363.0	101.0
9930022D16Rik	1.0	0.0	2.0	0.0	7.0	1.0	2.0	0.0
9930104L06Rik	341.0	335.0	248.0	240.0	103.0	141.0	222.0	67.0
9930111J21Rik1	362.0	176.0	246.0	183.0	17.0	10.0	424.0	64.0
9930111J21Rik2	1451.0	993.0	916.0	940.0	1239.0	1518.0	1786.0	370.0
A030003K21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A030005K14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A030005L19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A030014E15Rik	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A130010J15Rik	473.0	403.0	386.0	323.0	142.0	190.0	283.0	65.0
A1bg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1cf	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
A230072I06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2m	1.0	0.0	0.0	2.0	0.0	0.0	8.0	1.0
A2ml1	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0
A330070K13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3galt2	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
A430005L14Rik	1325.0	1263.0	1347.0	1138.0	1552.0	735.0	988.0	491.0
A430033K04Rik	200.0	152.0	114.0	164.0	64.0	135.0	132.0	20.0
A430089I19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A4galt	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
A4gnt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A530016L24Rik	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
A530032D15Rik	22.0	11.0	10.0	11.0	10.0	27.0	21.0	5.0
A530064D06Rik	140.0	88.0	98.0	49.0	66.0	72.0	280.0	50.0
A530084C06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A630001G21Rik	736.0	610.0	624.0	631.0	571.0	1138.0	597.0	198.0
A630010A05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A630023A22Rik	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
A630073D07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A630076J17Rik	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A630089N07Rik	43.0	61.0	55.0	30.0	33.0	34.0	59.0	11.0
A630095N17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A730009L09Rik	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A730046J19Rik	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A730049H05Rik	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
A730071L15Rik	1.0	0.0	2.0	3.0	0.0	1.0	0.0	0.0
A830005F24Rik	3.0	3.0	2.0	2.0	3.0	0.0	0.0	1.0
A830018L16Rik	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A830031A19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A930002H24Rik	4.0	2.0	0.0	8.0	1.0	1.0	0.0	0.0
A930003A15Rik	20.0	11.0	8.0	18.0	1.0	0.0	4.0	2.0
A930004D18Rik	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A930009A15Rik	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
A930017K11Rik	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A930018P22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A930033H14Rik	12.0	11.0	4.0	5.0	4.0	9.0	10.0	0.0
AA467197	22.0	2.0	10.0	1.0	114.0	239.0	30.0	10.0
AA792892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AA986860	4.0	1.0	0.0	6.0	0.0	0.0	2.0	0.0
AB124611	1970.0	1750.0	1576.0	1620.0	1950.0	2142.0	1967.0	787.0
AC112683.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC124742.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC124764.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC132407.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC140267.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC141477.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC149091.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC150683.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC151602.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC163616.1	4.0	9.0	9.0	19.0	2.0	2.0	14.0	2.0
AC166256.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF067061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF067063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AF366264	2.0	4.0	0.0	4.0	7.0	3.0	1.0	0.0
AI182371	9.0	18.0	5.0	9.0	0.0	21.0	4.0	3.0
AI413582	494.0	479.0	486.0	402.0	1136.0	554.0	511.0	244.0
AI429214	25.0	38.0	20.0	42.0	11.0	11.0	7.0	1.0
AI467606	2779.0	2151.0	2581.0	1812.0	815.0	1170.0	2268.0	739.0
AI593442	1.0	0.0	2.0	1.0	7.0	3.0	0.0	1.0
AI597479	716.0	601.0	547.0	545.0	242.0	174.0	812.0	101.0
AI661453	26.0	17.0	34.0	24.0	2.0	10.0	8.0	2.0
AI837181	395.0	260.0	294.0	295.0	172.0	166.0	360.0	172.0
AI854703	6.0	0.0	8.0	5.0	11.0	2.0	11.0	0.0
AI987944	880.0	824.0	836.0	602.0	266.0	234.0	711.0	173.0
AK157302	7.0	3.0	2.0	8.0	10.0	13.0	4.0	3.0
AL607142.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL731706.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL731706.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL732309.1	15.0	13.0	10.0	5.0	28.0	40.0	18.0	3.0
AL845275.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AU015836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AU018091	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
AU021092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AU022252	505.0	356.0	383.0	374.0	767.0	718.0	397.0	124.0
AU022751	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AU040320	924.0	538.0	576.0	619.0	26.0	23.0	684.0	76.0
AU041133	123.0	135.0	90.0	75.0	78.0	82.0	147.0	44.0
AV320801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AW146154	220.0	213.0	187.0	166.0	83.0	105.0	234.0	50.0
AW209491	795.0	664.0	769.0	547.0	220.0	201.0	722.0	198.0
AW549877	1359.0	1159.0	1052.0	1088.0	190.0	336.0	1234.0	144.0
AW551984	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
AW554918	318.0	319.0	298.0	256.0	90.0	102.0	349.0	52.0
AW822073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AY074887	2.0	3.0	1.0	3.0	17.0	19.0	1.0	3.0
AY358078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AY761184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AY761185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aaas	1393.0	1061.0	1192.0	1001.0	361.0	111.0	1031.0	281.0
Aacs	1551.0	1217.0	1266.0	1508.0	318.0	393.0	1323.0	328.0
Aadac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aadacl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aadacl3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Aadacl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aadat	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Aagab	2871.0	2258.0	2239.0	2067.0	751.0	956.0	2350.0	720.0
Aak1	64.0	50.0	53.0	64.0	14.0	3.0	58.0	3.0
Aamdc	112.0	169.0	105.0	114.0	412.0	437.0	151.0	84.0
Aamp	2980.0	2624.0	2947.0	2701.0	2845.0	2904.0	2649.0	1280.0
Aanat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aar2	722.0	554.0	546.0	575.0	272.0	345.0	605.0	141.0
Aard	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Aars	3917.0	2509.0	3187.0	2991.0	638.0	628.0	1884.0	678.0
Aars2	384.0	223.0	203.0	198.0	81.0	73.0	181.0	43.0
Aarsd1	11.0	18.0	7.0	10.0	3.0	3.0	8.0	2.0
Aasdh	456.0	324.0	270.0	275.0	90.0	237.0	267.0	66.0
Aasdhppt	1388.0	1562.0	1730.0	1129.0	685.0	1032.0	1128.0	327.0
Aass	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Aatf	1423.0	1251.0	1208.0	1095.0	587.0	465.0	960.0	425.0
Aatk	1046.0	659.0	448.0	712.0	129.0	283.0	501.0	102.0
Abat	4.0	5.0	12.0	14.0	0.0	6.0	28.0	9.0
Abca1	21.0	19.0	23.0	23.0	36.0	71.0	73.0	18.0
Abca12	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
Abca13	1763.0	1698.0	1285.0	1403.0	274.0	429.0	897.0	162.0
Abca14	0.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0
Abca15	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Abca16	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Abca17	1.0	0.0	0.0	1.0	2.0	2.0	5.0	0.0
Abca2	1709.0	999.0	1053.0	925.0	95.0	109.0	1131.0	131.0
Abca3	750.0	394.0	438.0	408.0	269.0	420.0	621.0	137.0
Abca4	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Abca5	2.0	0.0	4.0	9.0	0.0	9.0	5.0	0.0
Abca6	0.0	12.0	2.0	10.0	3.0	6.0	49.0	9.0
Abca7	3142.0	1749.0	1894.0	1896.0	728.0	838.0	1474.0	242.0
Abca8a	5.0	5.0	1.0	6.0	0.0	0.0	1.0	0.0
Abca8b	5.0	4.0	12.0	12.0	6.0	4.0	21.0	3.0
Abca9	103.0	120.0	234.0	151.0	40.0	145.0	1100.0	130.0
Abcb10	1298.0	958.0	805.0	887.0	185.0	336.0	692.0	166.0
Abcb11	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abcb1a	7.0	8.0	2.0	1.0	0.0	0.0	14.0	0.0
Abcb1b	96.0	36.0	150.0	34.0	78.0	237.0	423.0	86.0
Abcb4	11.0	2.0	9.0	3.0	7.0	14.0	6.0	7.0
Abcb5	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Abcb6	351.0	255.0	279.0	283.0	91.0	100.0	214.0	66.0
Abcb7	1767.0	1500.0	1333.0	1326.0	884.0	1558.0	1353.0	343.0
Abcb8	826.0	736.0	588.0	676.0	193.0	205.0	531.0	136.0
Abcb9	751.0	650.0	550.0	633.0	49.0	26.0	157.0	52.0
Abcc1	1101.0	912.0	871.0	923.0	265.0	470.0	722.0	127.0
Abcc10	164.0	105.0	96.0	110.0	12.0	19.0	126.0	30.0
Abcc12	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abcc2	557.0	527.0	339.0	358.0	69.0	174.0	553.0	83.0
Abcc3	52.0	45.0	47.0	60.0	2.0	25.0	92.0	16.0
Abcc4	1877.0	1186.0	1163.0	1354.0	247.0	393.0	1417.0	182.0
Abcc5	1684.0	1334.0	1397.0	1121.0	194.0	324.0	1375.0	189.0
Abcc6	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Abcc8	408.0	383.0	347.0	448.0	10.0	27.0	147.0	32.0
Abcc9	21.0	33.0	4.0	30.0	3.0	10.0	8.0	2.0
Abcd1	1990.0	1043.0	1411.0	1308.0	456.0	460.0	1778.0	423.0
Abcd2	3588.0	3044.0	2365.0	2757.0	511.0	562.0	4283.0	794.0
Abcd3	1398.0	1114.0	1138.0	1193.0	293.0	473.0	1034.0	172.0
Abcd4	191.0	132.0	97.0	143.0	129.0	116.0	146.0	52.0
Abce1	8770.0	9213.0	8747.0	7130.0	1508.0	2128.0	6362.0	1087.0
Abcf1	2442.0	1865.0	1956.0	1972.0	2493.0	2644.0	1695.0	743.0
Abcf2	4073.0	3607.0	3947.0	3424.0	854.0	791.0	2485.0	748.0
Abcf3	1502.0	1428.0	1347.0	1274.0	401.0	387.0	1237.0	403.0
Abcg1	318.0	165.0	228.0	253.0	295.0	486.0	560.0	150.0
Abcg2	540.0	601.0	428.0	497.0	6.0	21.0	12.0	2.0
Abcg3	179.0	145.0	137.0	97.0	71.0	68.0	165.0	30.0
Abcg4	1.0	3.0	1.0	0.0	2.0	3.0	1.0	0.0
Abcg5	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0
Abcg8	125.0	127.0	87.0	88.0	5.0	0.0	4.0	0.0
Abhd10	981.0	1052.0	816.0	761.0	551.0	769.0	658.0	266.0
Abhd11	1762.0	1813.0	1646.0	1564.0	1413.0	1253.0	1331.0	528.0
Abhd12	799.0	690.0	651.0	702.0	467.0	360.0	819.0	283.0
Abhd12b	3.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0
Abhd13	1439.0	1208.0	1147.0	1009.0	219.0	286.0	1157.0	205.0
Abhd14a	202.0	225.0	210.0	207.0	155.0	146.0	169.0	67.0
Abhd14b	319.0	259.0	259.0	283.0	173.0	157.0	260.0	109.0
Abhd15	237.0	152.0	183.0	184.0	45.0	39.0	287.0	72.0
Abhd16a	1575.0	1264.0	1238.0	1168.0	305.0	313.0	933.0	331.0
Abhd16b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abhd17a	1464.0	1271.0	1240.0	1166.0	1250.0	969.0	1176.0	675.0
Abhd17b	1917.0	1808.0	1656.0	1904.0	1300.0	3039.0	2805.0	835.0
Abhd17c	2093.0	1486.0	1618.0	1561.0	584.0	1030.0	1515.0	404.0
Abhd18	285.0	317.0	203.0	224.0	63.0	76.0	348.0	56.0
Abhd2	290.0	231.0	234.0	207.0	311.0	625.0	197.0	64.0
Abhd3	9.0	2.0	6.0	3.0	0.0	4.0	17.0	1.0
Abhd4	450.0	353.0	346.0	391.0	108.0	52.0	410.0	118.0
Abhd5	1652.0	1485.0	1357.0	1251.0	640.0	425.0	1458.0	410.0
Abhd6	7.0	12.0	15.0	15.0	95.0	68.0	97.0	43.0
Abhd8	332.0	199.0	302.0	255.0	79.0	78.0	158.0	55.0
Abi1	4020.0	3566.0	3129.0	3254.0	960.0	1345.0	3408.0	782.0
Abi2	853.0	581.0	551.0	541.0	68.0	169.0	187.0	44.0
Abi3	49.0	15.0	38.0	33.0	94.0	28.0	72.0	29.0
Abi3bp	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Abitram	1242.0	984.0	964.0	889.0	250.0	157.0	773.0	125.0
Abl1	571.0	339.0	387.0	328.0	159.0	203.0	452.0	136.0
Abl2	34.0	16.0	35.0	29.0	7.0	0.0	22.0	2.0
Ablim1	7.0	3.0	8.0	7.0	0.0	0.0	16.0	1.0
Ablim2	0.0	3.0	1.0	2.0	2.0	2.0	0.0	1.0
Ablim3	2.0	1.0	0.0	0.0	4.0	3.0	0.0	0.0
Abo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abr	2760.0	1922.0	2053.0	2185.0	488.0	665.0	2734.0	477.0
Abra	3.0	7.0	3.0	6.0	13.0	83.0	1.0	5.0
Abracl	2522.0	2906.0	2754.0	2079.0	8688.0	9362.0	2716.0	1626.0
Abraxas1	726.0	720.0	647.0	715.0	195.0	307.0	605.0	194.0
Abraxas2	2116.0	2109.0	2015.0	1658.0	317.0	720.0	1509.0	352.0
Abt1	540.0	625.0	636.0	515.0	702.0	702.0	456.0	243.0
Abtb1	1232.0	968.0	926.0	1017.0	769.0	816.0	1232.0	538.0
Abtb2	130.0	64.0	96.0	46.0	3.0	3.0	67.0	8.0
Acaa1a	912.0	694.0	715.0	673.0	1056.0	1018.0	749.0	373.0
Acaa1b	1.0	2.0	1.0	5.0	4.0	1.0	3.0	1.0
Acaa2	2889.0	2606.0	2549.0	2350.0	1386.0	888.0	2515.0	1046.0
Acaca	445.0	323.0	303.0	350.0	177.0	244.0	269.0	72.0
Acacb	83.0	64.0	58.0	43.0	24.0	13.0	58.0	14.0
Acad10	112.0	70.0	93.0	121.0	18.0	24.0	154.0	21.0
Acad11	554.0	490.0	447.0	382.0	98.0	68.0	731.0	95.0
Acad12	95.0	95.0	104.0	81.0	58.0	78.0	120.0	45.0
Acad8	1300.0	1244.0	1090.0	1144.0	411.0	598.0	1088.0	421.0
Acad9	2371.0	2121.0	1898.0	1795.0	741.0	652.0	1574.0	473.0
Acadl	2747.0	2759.0	2313.0	2586.0	952.0	975.0	2174.0	840.0
Acadm	1923.0	2040.0	1796.0	1805.0	908.0	1636.0	1796.0	625.0
Acads	1358.0	1099.0	1176.0	1178.0	577.0	576.0	1012.0	411.0
Acadsb	2557.0	2765.0	2109.0	2109.0	166.0	267.0	1110.0	209.0
Acadvl	1577.0	1510.0	1345.0	1433.0	514.0	420.0	1553.0	554.0
Acan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acap1	3167.0	2383.0	2364.0	2217.0	632.0	616.0	2680.0	665.0
Acap2	1513.0	1152.0	1158.0	1131.0	175.0	235.0	1010.0	141.0
Acap3	786.0	521.0	693.0	528.0	141.0	96.0	839.0	188.0
Acat1	5433.0	5924.0	5065.0	4787.0	2064.0	1692.0	3779.0	1378.0
Acat2	1050.0	980.0	894.0	772.0	179.0	130.0	706.0	259.0
Acat3	5.0	5.0	12.0	2.0	5.0	19.0	2.0	1.0
Acbd3	3007.0	2320.0	2320.0	2207.0	468.0	716.0	2141.0	462.0
Acbd4	119.0	116.0	71.0	119.0	51.0	28.0	92.0	44.0
Acbd5	1213.0	1188.0	1128.0	997.0	363.0	427.0	1298.0	265.0
Acbd6	237.0	216.0	208.0	237.0	418.0	355.0	189.0	101.0
Acbd7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Accs	358.0	325.0	261.0	354.0	92.0	163.0	256.0	64.0
Accsl	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Acd	763.0	583.0	568.0	618.0	326.0	342.0	630.0	226.0
Ace	21.0	25.0	32.0	24.0	93.0	59.0	106.0	13.0
Ace2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Ace3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acer1	2.0	10.0	1.0	0.0	7.0	2.0	2.0	2.0
Acer2	49.0	40.0	17.0	28.0	2.0	22.0	28.0	1.0
Acer3	2677.0	2563.0	2228.0	1841.0	942.0	1619.0	2590.0	729.0
Ache	0.0	1.0	4.0	0.0	5.0	2.0	0.0	1.0
Acin1	2185.0	1474.0	1881.0	1740.0	1890.0	2808.0	1491.0	542.0
Ackr1	0.0	0.0	1.0	0.0	0.0	3.0	3.0	0.0
Ackr2	5.0	3.0	6.0	14.0	3.0	1.0	2.0	0.0
Ackr3	1.0	7.0	1.0	1.0	0.0	9.0	0.0	0.0
Ackr4	5.0	7.0	5.0	4.0	5.0	0.0	12.0	4.0
Acly	6897.0	4472.0	4870.0	4949.0	1211.0	1019.0	6131.0	1076.0
Acmsd	2.0	4.0	2.0	3.0	0.0	4.0	0.0	1.0
Acnat1	5.0	3.0	3.0	4.0	15.0	12.0	1.0	3.0
Acnat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aco1	980.0	665.0	808.0	729.0	122.0	206.0	897.0	165.0
Aco2	4180.0	3449.0	3205.0	3087.0	968.0	1042.0	2531.0	607.0
