Name	Description	GMP_Ven_A	GMP_Ven_B	GMP_vehicle_A	GMP_vehicle_B	HSC_Ven_A	HSC_Ven_B	HSC_vehicle_A	HSC_vehicle_B
Ncapg	NA	0.12	0.13	0.13	0.13	0.26	0.46	0.09	0.13
Ncapg2	NA	0.19	0.2	0.19	0.23	1.44	2.89	0.14	0.44
Ncaph	NA	0.07	0.08	0.06	0.07	0.2	0.36	0.07	0.07
Ncaph2	NA	0.08	0.08	0.09	0.08	0.09	0.09	0.09	0.08
Ncbp1	NA	0.21	0.18	0.15	0.17	0.2	0.26	0.15	0.16
Ncbp2	NA	0.1	0.13	0.09	0.13	0.05	0.05	0.12	0.11
Ncbp3	NA	0.2	0.13	0.18	0.17	0.11	0.07	0.16	0.18
Ncdn	NA	0.07	0.07	0.04	0.05	0.09	0.1	0.05	0.09
Nceh1	NA	0.08	0.15	0.21	0.17	0.09	0.2	0.18	0.24
Ncf1	NA	0.06	0.08	0.07	0.06	0.07	0.1	0.07	0.08
Ncf2	NA	0.19	0.21	0.19	0.19	0.15	0.32	0.21	0.18
Ncf4	NA	0.07	0.07	0.06	0.07	0.05	0.13	0.08	0.06
Nck1	NA	0.23	0.13	0.15	0.2	0.09	0.12	0.14	0.12
Nck2	NA	0.17	0.14	0.15	0.16	0.53	0.21	0.18	0.19
Nckap1l	NA	0.09	0.08	0.09	0.09	0.2	0.26	0.07	0.08
Ncl	NA	0.25	0.27	0.28	0.21	0.13	0.21	0.21	0.13
Ncln	NA	0.06	0.1	0.07	0.08	0.12	0.2	0.1	0.13
Ncoa1	NA	0.04	0.07	0.05	0.03	0.12	0.08	0.04	0.09
Ncoa2	NA	0.5	0.55	0.88	0.42	4.25	3.94	0.54	1.67
Ncoa3	NA	0.16	0.19	0.16	0.15	0.22	0.14	0.15	0.27
Ncoa4	NA	0.05	0.04	0.05	0.04	0.07	0.18	0.03	0.04
Ncoa5	NA	0.22	0.18	0.2	0.2	0.2	0.17	0.18	0.23
Ncoa6	NA	0.25	0.18	0.25	0.19	0.27	0.11	0.22	0.27
Ncoa7	NA	0.07	0.08	0.11	0.13	0.31	0.25	0.16	0.26
Ncor1	NA	0.21	0.2	0.25	0.19	0.19	0.14	0.19	0.15
Ncor2	NA	1.15	1.28	1.22	1.05	2.66	1.8	1.3	1.79
Ncstn	NA	0.09	0.15	0.14	0.11	0.24	0.5	0.09	0.17
Ndc1	NA	0.05	0.05	0.04	0.05	0.04	0.04	0.04	0.08
Ndc80	NA	0.08	0.06	0.07	0.07	0.06	0.12	0.05	0.05
Nde1	NA	0.06	0.05	0.05	0.04	0.07	0.04	0.06	0.04
Ndel1	NA	0.12	0.09	0.09	0.11	0.26	0.22	0.15	0.14
Ndfip1	NA	0.07	0.09	0.07	0.07	0.05	0.06	0.06	0.05
Ndfip2	NA	0.02	0.01	0.02	0.02	0.02	0.02	0.01	0.02
Ndrg1	NA	0.08	0.19	0.1	0.16	0.06	0.1	0.15	0.15
Ndrg3	NA	0.06	0.06	0.07	0.05	0.16	0.14	0.08	0.1
Ndst1	NA	0.13	0.15	0.2	0.17	0.26	0.13	0.13	0.17
Ndst2	NA	0.06	0.04	0.09	0.05	0.19	0.15	0.07	0.13
Ndufa1	NA	0.1	0.05	0.07	0.06	0	0	0.05	0.03
Ndufa10	NA	0.13	0.1	0.11	0.09	0.02	0.08	0.07	0.05
Ndufa11	NA	0.16	0.2	0.18	0.18	0.01	0.05	0.18	0.11
Ndufa12	NA	0.15	0.13	0.1	0.1	0.01	0.03	0.07	0.04
Ndufa13	NA	0.31	0.29	0.26	0.36	0.01	0.05	0.27	0.12
Ndufa2	NA	0.12	0.05	0.07	0.07	0	0.01	0.07	0.04
Ndufa3	NA	0.08	0.06	0.06	0.08	0	0	0.08	0.06
Ndufa4	NA	0.06	0.05	0.03	0.05	0	0.01	0.04	0.02
Ndufa5	NA	0.49	0.32	0.29	0.43	0.02	0.02	0.37	0.21
Ndufa6	NA	0.23	0.13	0.15	0.19	0.02	0.03	0.24	0.1
Ndufa7	NA	0.09	0.09	0.08	0.1	0.03	0.06	0.18	0.11
Ndufa8	NA	0.1	0.07	0.06	0.07	0.02	0.04	0.15	0.06
Ndufa9	NA	0.09	0.09	0.09	0.1	0.03	0.08	0.06	0.05
Ndufab1	NA	0.09	0.06	0.07	0.08	0.01	0.02	0.05	0.03
Ndufaf1	NA	0.06	0.04	0.06	0.11	0.03	0.14	0.05	0.05
Ndufaf2	NA	0.67	0.5	0.47	0.68	0.02	0.08	0.29	0.28
Ndufaf3	NA	0.14	0.12	0.12	0.14	0.01	0.03	0.12	0.06
Ndufaf5	NA	0.2	0.14	0.13	0.13	0.09	0.09	0.14	0.08
Ndufaf7	NA	0.19	0.21	0.2	0.25	0.08	0.1	0.16	0.11
Ndufb1-ps	NA	0.12	0.1	0.09	0.12	0	0	0.06	0.03
Ndufb10	NA	0.27	0.26	0.24	0.25	0.02	0.03	0.25	0.12
Ndufb11	NA	0.09	0.07	0.07	0.09	0.01	0.01	0.06	0.03
Ndufb2	NA	0.02	0.02	0.02	0.04	0	0.01	0.02	0.02
Ndufb3	NA	0.13	0.1	0.1	0.14	0	0.01	0.07	0.05
Ndufb5	NA	0.18	0.16	0.12	0.18	0.02	0.03	0.11	0.08
Ndufb6	NA	0.12	0.12	0.12	0.12	0.01	0.03	0.15	0.08
Ndufb7	NA	0.21	0.25	0.18	0.22	0.01	0.02	0.22	0.1
Ndufb8	NA	0.04	0.03	0.02	0.04	0	0	0.05	0.03
Ndufb9	NA	0.17	0.19	0.17	0.17	0.02	0.03	0.21	0.09
Ndufc1	NA	0.03	0.02	0.03	0.03	0	0	0.02	0.01
Ndufc2	NA	0.05	0.04	0.05	0.04	0	0	0.02	0.01
Ndufs1	NA	0.15	0.11	0.15	0.14	0.11	0.21	0.07	0.07
Ndufs2	NA	0.17	0.18	0.18	0.16	0.05	0.12	0.12	0.09
Ndufs3	NA	0.14	0.16	0.15	0.13	0.03	0.06	0.1	0.05
Ndufs4	NA	0.33	0.32	0.3	0.33	0.03	0.07	0.28	0.14
Ndufs5	NA	0.39	0.32	0.3	0.34	0.02	0.07	0.32	0.18
Ndufs6	NA	0.29	0.27	0.25	0.26	0.01	0.03	0.25	0.1
Ndufs7	NA	0.15	0.11	0.1	0.13	0.02	0.04	0.13	0.09
Ndufs8	NA	0.18	0.16	0.14	0.17	0.04	0.18	0.16	0.12
Ndufv1	NA	0.19	0.16	0.16	0.16	0.08	0.18	0.17	0.12
Ndufv2	NA	0.15	0.09	0.1	0.11	0.02	0.05	0.09	0.06
Ndufv3	NA	0.32	0.29	0.32	0.32	0.04	0.16	0.25	0.17
Necap1	NA	0.03	0.02	0.02	0.02	0.04	0.03	0.03	0.04
Necap2	NA	0.11	0.18	0.14	0.13	0.09	0.2	0.12	0.12
Nectin2	NA	0.12	0.08	0.14	0.15	0.16	0.28	0.11	0.24
Nedd1	NA	0.04	0.04	0.04	0.03	0.13	0.08	0.04	0.08
Nedd4	NA	0.14	0.12	0.15	0.1	0.94	0.54	0.14	0.2
Nedd4l	NA	0.09	0.12	0.13	0.09	0.28	0.63	0.08	0.13
Nedd8	NA	0.23	0.21	0.19	0.21	0.02	0.04	0.19	0.1
Nedd9	NA	0.05	0.05	0.06	0.06	0.2	0.11	0.06	0.12
Neil3	NA	0.17	0.22	0.22	0.25	0.35	0.24	0.26	0.21
Nek1	NA	0.21	0.16	0.22	0.17	0.35	0.2	0.17	0.13
Nek2	NA	0.08	0.08	0.09	0.06	0.15	0.06	0.09	0.12
Nek3	NA	0.63	0.42	0.43	0.28	0.63	0.31	0.43	0.26
Nek4	NA	0.11	0.13	0.17	0.11	0.21	0.04	0.15	0.2
Nek7	NA	0.02	0.02	0.02	0.02	0.04	0.02	0.02	0.03
Nek9	NA	0.13	0.13	0.17	0.15	0.23	0.18	0.16	0.25
Nelfa	NA	0.1	0.14	0.12	0.12	0.13	0.12	0.1	0.13
Nelfb	NA	0.07	0.07	0.07	0.08	0.14	0.08	0.09	0.08
Nelfcd	NA	0.08	0.12	0.1	0.08	0.08	0.11	0.11	0.09
Nelfe	NA	0.12	0.15	0.1	0.15	0.05	0.1	0.18	0.12
Nemf	NA	0.15	0.12	0.13	0.11	0.09	0.11	0.08	0.07
Nemp1	NA	0.21	0.23	0.18	0.28	0.22	0.26	0.2	0.37
Nemp2	NA	0.14	0.16	0.16	0.23	0.1	0.02	0.11	0.12
Nepro	NA	0.14	0.17	0.2	0.13	0.49	0.39	0.14	0.19
Net1	NA	0.15	0.12	0.13	0.17	1.69	0.78	0.22	0.31
Neto2	NA	0.05	0.07	0.06	0.07	0.29	0.08	0.08	0.24
Neu1	NA	0.06	0.06	0.07	0.08	0.04	0.04	0.08	0.07
Neurl3	NA	0.08	0.09	0.15	0.11	0.06	0.04	0.11	0.14
Neurl4	NA	0.47	0.61	0.41	0.42	0.3	0.18	0.51	0.5
Nf1	NA	0.41	0.41	0.98	0.4	0.87	0.62	0.62	0.87
Nf2	NA	0.12	0.09	0.14	0.08	0.37	0.28	0.11	0.2
Nfam1	NA	0.06	0.08	0.06	0.09	0.16	0.3	0.08	0.15
Nfat5	NA	0.37	0.39	0.32	0.5	0.25	0.11	0.32	0.3
Nfatc1	NA	0.08	0.18	0.1	0.1	0.71	0.58	0.17	0.42
Nfatc2	NA	0.12	0.19	0.08	0.21	1.67	0.15	0.34	0.46
Nfatc2ip	NA	0.12	0.14	0.12	0.18	0.08	0.08	0.14	0.15
Nfatc3	NA	0.05	0.02	0.04	0.03	0.17	0.08	0.05	0.09
Nfe2	NA	0.07	0.06	0.07	0.06	0.07	0.07	0.09	0.06
Nfe2l1	NA	0.22	0.2	0.17	0.19	0.13	0.12	0.14	0.24
Nfe2l2	NA	0.08	0.06	0.06	0.05	0.08	0.05	0.05	0.07
Nfic	NA	0.17	0.29	0.26	0.25	0.29	0.44	0.31	0.3
Nfil3	NA	0.13	0.11	0.09	0.06	0.26	0.2	0.13	0.1
Nfix	NA	0.11	0.14	0.12	0.1	0.09	0.07	0.12	0.15
Nfkb1	NA	0.13	0.12	0.14	0.11	0.17	0.14	0.15	0.13
Nfkb2	NA	0.34	0.27	0.16	0.19	0.33	0.26	0.23	0.17
Nfkbia	NA	0.21	0.18	0.14	0.13	0.04	0.07	0.17	0.1
Nfkbib	NA	0.15	0.08	0.09	0.14	0.07	0.11	0.11	0.04
Nfkbie	NA	0.04	0.06	0.04	0.04	0.16	0.04	0.1	0.05
Nfkbil1	NA	0.2	0.19	0.18	0.17	0.04	0.03	0.18	0.09
Nfrkb	NA	0.18	0.15	0.18	0.15	0.28	0.19	0.15	0.19
Nfs1	NA	0.06	0.06	0.05	0.07	0.07	0.06	0.06	0.06
Nfu1	NA	0.13	0.14	0.16	0.15	0.05	0.16	0.14	0.11
Nfx1	NA	0.1	0.09	0.08	0.1	0.26	0.23	0.08	0.1
Nfxl1	NA	0.17	0.07	0.13	0.1	0.27	0.17	0.15	0.13
Nfya	NA	0.22	0.19	0.12	0.17	0.17	0.13	0.23	0.38
Nfyb	NA	0.13	0.14	0.1	0.13	0.17	0.19	0.19	0.22
Nfyc	NA	0.07	0.06	0.06	0.07	0.09	0.17	0.1	0.1
Ngdn	NA	0.17	0.14	0.1	0.14	0.03	0.05	0.13	0.08
Ngly1	NA	0.13	0.1	0.11	0.14	0.14	0.13	0.1	0.09
Ngp	NA	0.08	0.16	0.09	0.24	0.02	0.11	0.04	0.06
Ngrn	NA	0.08	0.07	0.1	0.11	0.05	0.05	0.12	0.1
Nhej1	NA	0.07	0.02	0.04	0.09	0.06	0.14	0.07	0.05
Nhlrc2	NA	0.14	0.09	0.1	0.08	0.21	0.09	0.13	0.13
Nhlrc3	NA	0.05	0.07	0.05	0.07	0.08	0.05	0.04	0.09
Nhp2	NA	0.19	0.13	0.11	0.13	0.01	0.03	0.15	0.09
Nhsl2	NA	0.05	0.07	0.09	0.06	0.1	0.13	0.07	0.12
Nid2	NA	0.31	0.55	0.44	0.27	0.33	0.57	0.16	0.53
Nif3l1	NA	0.1	0.07	0.06	0.06	0.11	0.39	0.11	0.1
Nifk	NA	0.15	0.12	0.11	0.11	0.06	0.11	0.11	0.08
Nin	NA	0.27	0.26	0.36	0.29	0.46	0.24	0.32	0.3
Ninj1	NA	0.03	0.02	0.04	0.03	0.06	0.08	0.06	0.06
Nip7	NA	0.11	0.08	0.06	0.07	0.03	0.04	0.1	0.07
Nipa2	NA	0.04	0.03	0.04	0.03	0.11	0.05	0.02	0.04
Nipbl	NA	0.23	0.21	0.29	0.19	0.18	0.19	0.24	0.2
Nipsnap1	NA	0.06	0.06	0.09	0.06	0.04	0.05	0.11	0.11
Nipsnap2	NA	0.1	0.12	0.13	0.11	0.08	0.17	0.17	0.15
Nipsnap3b	NA	0.04	0.04	0.03	0.05	0.05	0.07	0.05	0.06
Nisch	NA	0.08	0.07	0.11	0.1	0.39	0.24	0.1	0.11
Nit1	NA	0.08	0.04	0.03	0.03	0.03	0.01	0.06	0.03
Nit2	NA	0.09	0.08	0.04	0.07	0.03	0.12	0.1	0.05
Nkap	NA	0.13	0.14	0.12	0.15	0.04	0.05	0.11	0.09
Nkapd1	NA	0.16	0.12	0.11	0.12	0.12	0.08	0.13	0.15
Nkiras1	NA	0.33	0.22	0.18	0.17	0.07	0.02	0.17	0.12
Nkiras2	NA	0.02	0.04	0.03	0.05	0.08	0.11	0.06	0.06
Nkrf	NA	0.59	0.74	0.69	0.38	0.24	0.24	0.57	0.31
Nktr	NA	0.3	0.21	0.28	0.3	0.16	0.08	0.23	0.23
Nle1	NA	0.05	0.07	0.03	0.04	0.03	0.02	0.05	0.04
Nlgn2	NA	0.38	0.46	0.5	0.39	0.19	0.12	0.61	0.25
Nlk	NA	0.08	0.05	0.16	0.06	0.05	0.02	0.08	0.06
Nln	NA	0.05	0.04	0.05	0.06	0.05	0.12	0.05	0.05
Nlrc4	NA	0.16	0.09	0.16	0.16	0.33	0.13	0.21	0.25
Nlrc5	NA	0.11	0.19	0.03	0.1	0.34	0.13	0.15	0.21
Nlrp12	NA	0.05	0.1	0.18	0.11	0.15	0.3	0.14	0.26
Nlrp1a	NA	0.1	0.05	0.08	0.11	1.38	1.33	0.08	0.12
Nlrp3	NA	0.23	0.12	0.16	0.41	0.44	0.26	0.26	0.26
Nlrx1	NA	0.15	0.14	0.16	0.11	0.31	0.37	0.13	0.15
Nmd3	NA	0.12	0.09	0.11	0.1	0.09	0.11	0.09	0.07
Nme1	NA	0.11	0.11	0.1	0.1	0.01	0.02	0.12	0.07
Nme3	NA	0.68	0.86	0.65	0.98	0.07	0.27	0.67	0.65
Nme4	NA	0.1	0.08	0.07	0.11	0.03	0.06	0.11	0.09
Nme6	NA	0.03	0.02	0.02	0.04	0.02	0.03	0.07	0.03
Nme7	NA	0.12	0.03	0.1	0.08	0.09	0.06	0.04	0.02
Nmi	NA	0.24	0.25	0.17	0.24	0.07	0.26	0.18	0.17
Nmnat1	NA	0.18	0.13	0.05	0.18	0.16	1.28	0.22	0.43
Nmnat3	NA	0.05	0.05	0.1	0.1	0.04	0.07	0.1	0.06
Nmral1	NA	0.15	0.11	0.11	0.12	0.07	0.19	0.13	0.11
Nmt1	NA	0.07	0.07	0.08	0.08	0.08	0.21	0.1	0.1
Nmt2	NA	0.36	0.31	0.23	0.27	0.15	0.23	0.14	0.34
Noa1	NA	0.18	0.17	0.15	0.14	0.15	0.15	0.12	0.15
Nob1	NA	0.09	0.07	0.08	0.06	0.05	0.1	0.08	0.06
Noc2l	NA	0.17	0.22	0.18	0.17	0.31	0.31	0.16	0.12
Noc3l	NA	0.24	0.2	0.19	0.19	0.3	0.25	0.14	0.22
Noc4l	NA	0.08	0.1	0.07	0.08	0.1	0.1	0.1	0.08
Noct	NA	0.05	0.03	0.04	0.03	0.06	0.01	0.04	0.07
Nod1	NA	0.03	0.06	0.05	0.06	0.12	0.04	0.07	0.07
Nol10	NA	0.49	0.52	0.38	0.47	0.28	0.58	0.43	0.3
Nol11	NA	0.13	0.13	0.15	0.11	0.26	0.53	0.14	0.18
Nol12	NA	0.38	0.35	0.31	0.34	0.08	0.21	0.38	0.31
Nol6	NA	0.17	0.24	0.21	0.12	0.32	0.43	0.13	0.18
Nol7	NA	0.12	0.1	0.1	0.12	0.03	0.04	0.16	0.08
Nol8	NA	0.21	0.13	0.09	0.12	0.2	0.2	0.1	0.11
Nol9	NA	0.22	0.3	0.23	0.28	2.62	2.74	0.3	0.34
Nolc1	NA	0.11	0.1	0.08	0.08	0.1	0.14	0.06	0.04
Nom1	NA	0.15	0.13	0.16	0.11	0.15	0.1	0.15	0.1
Nomo1	NA	0.24	0.38	0.29	0.28	0.49	0.47	0.27	0.49
Nono	NA	0.17	0.19	0.18	0.17	0.16	0.25	0.18	0.17
Nop14	NA	0.25	0.23	0.22	0.16	0.27	0.32	0.22	0.13
Nop16	NA	0.11	0.09	0.07	0.08	0.03	0.06	0.09	0.06
Nop2	NA	0.15	0.13	0.11	0.12	0.19	0.31	0.12	0.1
Nop53	NA	0.26	0.32	0.32	0.22	0.09	0.15	0.27	0.11
Nop56	NA	0.12	0.1	0.09	0.09	0.06	0.11	0.09	0.07
Nop58	NA	0.14	0.09	0.08	0.09	0.05	0.06	0.06	0.04
Nop9	NA	0.05	0.06	0.06	0.05	0.09	0.09	0.06	0.04
Nos1ap	NA	0.21	0.66	0.34	0.88	0.84	0.12	1.17	0.29
Nosip	NA	0.09	0.15	0.12	0.14	0.03	0.1	0.15	0.09
Nostrin	NA	0.18	0.12	0.11	0.15	0.08	0.14	0.09	0.12
Notch1	NA	0.29	0.37	0.33	0.42	0.22	0.13	0.37	0.57
Notch2	NA	1.79	3.61	3.14	3.74	0.89	1.03	2	2.46
Npat	NA	0.12	0.11	0.1	0.11	0.16	0.15	0.09	0.14
Npc1	NA	0.54	0.69	0.6	0.66	0.33	0.19	0.55	0.64
Npc2	NA	0.1	0.11	0.12	0.09	0.02	0.03	0.07	0.04
Npepl1	NA	0.04	0.06	0.05	0.05	0.06	0.05	0.08	0.06
Npepps	NA	0.36	0.35	0.36	0.3	0.2	0.25	0.28	0.29
Nphp1	NA	0.13	0.14	0.21	0.08	0.19	0.22	0.27	0.15
Nphp3	NA	0.06	0.09	0.08	0.08	0.1	0.16	0.07	0.09
Npl	NA	0.17	0.13	0.09	0.07	0.11	0.12	0.12	0.14
Nploc4	NA	0.03	0.03	0.03	0.03	0.08	0.06	0.02	0.04
Npm1	NA	0.18	0.15	0.14	0.13	0.03	0.03	0.13	0.07
Npm3	NA	0.29	0.24	0.21	0.29	0.02	0.04	0.24	0.13
Npr1	NA	0.6	0.74	2	0.85	0.09	0	2.35	0.92
Nprl2	NA	0.05	0.04	0.03	0.06	0.02	0.12	0.06	0.03
Nprl3	NA	0.03	0.05	0.04	0.03	0.08	0.05	0.08	0.03
Nptn	NA	0.66	0.8	0.74	0.6	2.57	4.41	0.6	0.67
Nqo2	NA	0.06	0.07	0.05	0.07	0.04	0.09	0.05	0.07
Nr1h2	NA	0.03	0.03	0.03	0.03	0.08	0.19	0.05	0.04
Nr2c1	NA	0.18	0.25	0.2	0.19	0.22	0.36	0.23	0.4
Nr2c2	NA	0.11	0.14	0.18	0.14	0.38	0.17	0.19	0.26
Nr2c2ap	NA	0.05	0.04	0.05	0.06	0.01	0.03	0.04	0.04
Nr3c1	NA	0.07	0.05	0.05	0.06	0.07	0.05	0.05	0.08
Nr4a1	NA	0.08	0.11	0.15	0.04	0.12	0.15	0.14	0.21
Nras	NA	0.03	0.02	0.02	0.02	0.01	0.01	0.02	0.02
Nrbf2	NA	0.09	0.08	0.06	0.1	0.09	0.05	0.1	0.07
Nrbp1	NA	0.06	0.07	0.07	0.07	0.1	0.12	0.06	0.06
Nrd1	NA	0.16	0.15	0.18	0.16	0.24	0.26	0.14	0.14
Nrde2	NA	0.17	0.25	0.26	0.2	0.19	0.18	0.24	0.24
Nrf1	NA	0.07	0.06	0.06	0.07	0.24	0.23	0.08	0.14
Nrg1	NA	0.48	0.87	0.61	0.72	0.35	0.8	0.5	0.76
Nrg2	NA	0.13	0.17	0.21	0.16	0.35	0.28	0.25	0.21
Nrip1	NA	0.18	0.07	0.25	0.16	0.15	0.12	0.08	0.18
Nrm	NA	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.01
Nrp1	NA	0.16	0.24	0.2	0.58	0.23	0.4	0.11	0.34
Nrros	NA	0.04	0.04	0.04	0.04	0.1	0.08	0.05	0.07
Nsa2	NA	0.61	0.54	0.52	0.57	0.09	0.13	0.56	0.31
Nsd1	NA	0.47	0.36	0.47	0.35	0.36	0.22	0.39	0.34
Nsd2	NA	0.23	0.2	0.22	0.21	0.33	0.23	0.22	0.23
Nsd3	NA	0.3	0.31	0.33	0.41	0.94	0.44	0.34	0.66
Nsdhl	NA	0.14	0.17	0.15	0.12	0.39	0.33	0.13	0.08
Nsf	NA	0.15	0.17	0.18	0.13	0.19	0.28	0.13	0.17
Nsfl1c	NA	0.16	0.14	0.13	0.15	0.07	0.19	0.2	0.13
Nsl1	NA	0.05	0.04	0.04	0.06	0.14	0.14	0.05	0.07
Nsmaf	NA	0.15	0.04	0.09	0.03	0.23	0.17	0.08	0.09
Nsmce1	NA	0.31	0.33	0.28	0.41	0.07	0.1	0.27	0.2
Nsmce2	NA	0.14	0.09	0.12	0.11	0.04	0.11	0.11	0.09
Nsmce3	NA	0.07	0.07	0.06	0.07	0.02	0.02	0.05	0.05
Nsmce4a	NA	0.15	0.12	0.11	0.13	0.08	0.08	0.11	0.07
Nsmf	NA	0.07	0.04	0.09	0.07	0.1	0.08	0.12	0.13
Nsrp1	NA	0.35	0.29	0.27	0.32	0.07	0.12	0.23	0.15
Nsun2	NA	0.08	0.06	0.07	0.06	0.13	0.16	0.06	0.06
Nsun3	NA	0.03	0.04	0.07	0.03	0.12	0.03	0.05	0.07
Nsun4	NA	0.12	0.07	0.08	0.1	0.07	0.12	0.09	0.12
Nsun5	NA	0.12	0.14	0.09	0.13	0.08	0.29	0.08	0.08
Nsun6	NA	0.11	0.06	0.11	0.11	0.16	0.22	0.07	0.11
Nt5c	NA	0.14	0.11	0.08	0.13	0.01	0.02	0.12	0.07
Nt5c2	NA	0.08	0.05	0.07	0.06	0.09	0.22	0.06	0.07
Nt5c3	NA	0.08	0.05	0.07	0.06	0.05	0.1	0.04	0.06
Nt5c3b	NA	0.09	0.09	0.16	0.18	0.13	0.27	0.13	0.12
Nt5dc1	NA	0.07	0.06	0.1	0.07	0.13	0.1	0.06	0.08
Nt5dc2	NA	0.03	0.03	0.03	0.03	0.08	0.14	0.05	0.04
Nt5dc3	NA	0.27	0.24	0.12	0.27	0.07	0.09	0.15	0.23
Nt5e	NA	0.04	0.03	0.02	0.09	0.09	0.11	0.04	0.15
Ntan1	NA	0.07	0.05	0.04	0.05	0.03	0.07	0.04	0.04
Nthl1	NA	0.25	0.19	0.16	0.18	0.06	0.14	0.31	0.15
Ntng2	NA	1.05	1.71	2.3	1.24	0.98	2.27	2.5	21.89
Ntpcr	NA	0.3	0.27	0.35	0.33	0.12	0.27	0.26	0.18
Nuak2	NA	0.07	0.08	0.06	0.07	0.1	0.08	0.05	0.06
Nub1	NA	0.08	0.06	0.08	0.06	0.1	0.15	0.09	0.08
Nubp1	NA	0.09	0.09	0.1	0.09	0.06	0.11	0.09	0.08
Nubp2	NA	0.08	0.11	0.08	0.09	0.06	0.21	0.08	0.06
Nubpl	NA	0.09	0.02	0.07	0.06	0.06	0.04	0.07	0.05
Nucb1	NA	0.22	0.41	0.32	0.28	0.31	0.97	0.27	0.31
Nucb2	NA	0.49	0.53	0.5	0.46	0.33	1.01	0.44	0.49
Nucks1	NA	0.12	0.13	0.15	0.12	0.04	0.04	0.15	0.13
Nudc	NA	0.23	0.22	0.19	0.21	0.07	0.14	0.27	0.14
Nudcd1	NA	0.11	0.12	0.12	0.1	0.14	0.15	0.09	0.12
Nudcd2	NA	0.02	0.01	0.01	0.01	0.01	0	0.02	0.01
Nudcd3	NA	0.13	0.18	0.19	0.19	0.12	0.16	0.13	0.16
Nudt1	NA	0.16	0.19	0.14	0.19	0.01	0.02	0.13	0.06
Nudt13	NA	0.17	0.1	0.16	0.16	0.11	0.2	0.25	0.15
Nudt14	NA	0.11	0.18	0.16	0.17	0.05	0.08	0.29	0.12
Nudt15	NA	0.06	0.05	0.08	0.05	0.09	0.16	0.08	0.09
Nudt16l1	NA	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.01
Nudt18	NA	0.11	0.08	0.1	0.1	0.03	0.03	0.08	0.06
Nudt2	NA	0.1	0.03	0.03	0.09	0.01	0.06	0.06	0.04
Nudt21	NA	0.11	0.06	0.08	0.08	0.03	0.02	0.08	0.06
Nudt22	NA	0.14	0.18	0.13	0.11	0.05	0.12	0.23	0.13
Nudt3	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Nudt4	NA	0.06	0.05	0.08	0.06	0.08	0.05	0.08	0.09
Nudt5	NA	0.08	0.06	0.06	0.07	0.03	0.07	0.06	0.05
Nudt6	NA	0.21	0.14	0.3	0.26	0.19	0.18	0.41	0.19
Nudt9	NA	0.17	0.12	0.09	0.17	0.08	0.09	0.15	0.12
Nuf2	NA	0.12	0.11	0.1	0.13	0.15	0.15	0.11	0.1
Nufip1	NA	0.19	0.16	0.12	0.13	0.09	0.18	0.12	0.08
Nufip2	NA	0.13	0.12	0.11	0.11	0.19	0.12	0.12	0.17
Numa1	NA	0.53	0.76	0.54	0.68	0.63	0.59	0.72	1.06
Numb	NA	0.17	0.18	0.17	0.17	1.11	2.24	0.18	0.31
Numbl	NA	0.41	0.42	0.2	0.31	0.13	0.15	0.4	0.17
Nup107	NA	0.12	0.13	0.13	0.13	0.32	0.58	0.13	0.18
Nup133	NA	0.16	0.17	0.18	0.15	0.27	0.36	0.14	0.12
Nup153	NA	0.11	0.1	0.1	0.08	0.13	0.1	0.07	0.14
Nup155	NA	0.27	0.28	0.26	0.22	0.34	0.53	0.14	0.28
Nup160	NA	0.09	0.09	0.09	0.08	0.45	0.31	0.07	0.15
Nup188	NA	0.2	0.27	0.25	0.25	0.68	1.02	0.19	0.47
Nup205	NA	0.17	0.17	0.16	0.17	0.38	0.83	0.13	0.31
Nup210	NA	0.19	0.31	0.24	0.37	0.33	0.29	0.25	0.69
Nup214	NA	0.11	0.14	0.11	0.11	0.36	0.46	0.09	0.21
Nup35	NA	0.12	0.11	0.09	0.09	0.06	0.16	0.07	0.06
Nup37	NA	0.12	0.1	0.1	0.12	0.06	0.07	0.05	0.07
Nup43	NA	0.19	0.17	0.15	0.17	0.07	0.26	0.1	0.09
Nup50	NA	0.14	0.15	0.12	0.14	0.12	0.11	0.12	0.11
Nup54	NA	0.09	0.08	0.07	0.08	0.08	0.15	0.09	0.1
Nup62	NA	0.05	0.06	0.04	0.05	0.07	0.07	0.05	0.06
Nup85	NA	0.11	0.08	0.09	0.09	0.1	0.08	0.1	0.08
Nup88	NA	0.11	0.09	0.09	0.09	0.13	0.16	0.08	0.08
Nup93	NA	0.12	0.11	0.12	0.11	0.15	0.23	0.09	0.09
Nup98	NA	0.29	0.29	0.35	0.18	0.43	0.54	0.18	0.35
Nupl2	NA	0.09	0.07	0.07	0.06	0.08	0.11	0.09	0.1
Nus1	NA	0.05	0.04	0.03	0.03	0.02	0.01	0.05	0.05
Nusap1	NA	0.1	0.12	0.09	0.1	0.1	0.26	0.09	0.09
Nutm1	NA	0.4	0	0.78	2.42	0.16	0.3	0.15	0.14
Nvl	NA	0.12	0.09	0.12	0.11	0.14	0.18	0.1	0.09
Nwd1	NA	0.5	0.41	0.23	0.26	0.64	0	0.2	0.14
